filename,pdf_size_kb,status,md_size_kb,converted_at
ncg_224_2008_refundido.pdf,35.5,converted,11.5,2026-06-28T04:24:40
ncg_226_2008_refundido.pdf,176.5,converted,80.7,2026-06-28T04:24:42
ncg_227_2008_refundido.pdf,478.2,converted,90.3,2026-06-28T04:24:44
ncg_228_2008_refundido.pdf,49.1,converted,17.4,2026-06-28T04:24:44
ncg_233_2008_refundido.pdf,98.2,converted,26.1,2026-06-28T04:24:44
ncg_234_2008_refundido.pdf,722.8,converted,61.3,2026-06-28T04:24:46
ncg_235_2009_refundido.pdf,68.2,converted,22.1,2026-06-28T04:24:46
ncg_240_2009_refundido.pdf,32.1,converted,12.6,2026-06-28T04:24:47
ncg_241_2009_refundido.pdf,94.0,converted,46.4,2026-06-28T04:24:47
ncg_243_2009_refundido.pdf,764.5,converted,122.5,2026-06-28T04:24:50
ncg_251_2009_refundido.pdf,137.7,converted,28.8,2026-06-28T04:24:51
ncg_258_2009_refundido.pdf,173.3,converted,38.6,2026-06-28T04:24:51
ncg_259_2009_refundido.pdf,84.9,converted,11.2,2026-06-28T04:24:51
ncg_263_2009_refundido.pdf,9.3,converted,1.2,2026-06-28T04:24:52
ncg_267_2009_refundido.pdf,25.9,converted,8.4,2026-06-28T04:24:52
ncg_268_2009_refundido.pdf,32.8,converted,7.9,2026-06-28T04:24:52
ncg_269_2009_refundido.pdf,105.2,converted,16.5,2026-06-28T04:24:52
ncg_270_2009_refundido.pdf,30.7,converted,9.9,2026-06-28T04:24:52
ncg_274_2010_refundido.pdf,172.0,converted,33.7,2026-06-28T04:24:53
ncg_275_2010_refundido.pdf,218.7,converted,26.3,2026-06-28T04:24:54
ncg_286_2010_refundido.pdf,40.7,converted,8.3,2026-06-28T04:24:54
ncg_288_2010_refundido.pdf,11.9,converted,1.6,2026-06-28T04:24:54
ncg_290_2010_refundido.pdf,11.4,converted,1.3,2026-06-28T04:24:54
ncg_291_2010_refundido.pdf,471.8,converted,3.5,2026-06-28T04:24:54
ncg_295_2010_refundido.pdf,42.5,converted,18.6,2026-06-28T04:24:54
ncg_302_2011_refundido.pdf,109.4,converted,21.3,2026-06-28T04:24:55
ncg_303_2011_refundido.pdf,578.5,converted,128.8,2026-06-28T04:24:58
ncg_306_2011_refundido.pdf,807.9,converted,127.1,2026-06-28T04:25:01
ncg_309_2011_refundido.pdf,164.5,converted,75.1,2026-06-28T04:25:03
ncg_30_1989_refundido.pdf,1037.1,converted,307.1,2026-06-28T04:25:09
ncg_311_2011_refundido.pdf,78.4,converted,39.1,2026-06-28T04:25:10
ncg_314_2011_refundido.pdf,31.2,converted,8.4,2026-06-28T04:25:10
ncg_316_2011_refundido.pdf,23.2,converted,11.2,2026-06-28T04:25:11
ncg_318_2011_refundido.pdf,166.3,converted,19.6,2026-06-28T04:25:11
ncg_322_2011_refundido.pdf,61.5,converted,13.1,2026-06-28T04:25:11
ncg_323_2011_refundido.pdf,60.0,converted,10.2,2026-06-28T04:25:11
ncg_325_2011_refundido.pdf,286.9,converted,77.0,2026-06-28T04:25:13
ncg_330_2012_refundido.pdf,525.1,converted,63.0,2026-06-28T04:25:14
ncg_331_2012_refundido.pdf,28.5,converted,13.3,2026-06-28T04:25:15
ncg_336_2012_refundido.pdf,22.0,converted,6.4,2026-06-28T04:25:15
ncg_342_2012_refundido.pdf,23.2,converted,10.4,2026-06-28T04:25:15
ncg_349_2013_refundido.pdf,189.0,converted,16.8,2026-06-28T04:25:15
ncg_352_2013_refundido.pdf,100.1,converted,19.1,2026-06-28T04:25:16
ncg_361_2014_refundido.pdf,116.4,converted,24.9,2026-06-28T04:25:16
ncg_363_2014_refundido.pdf,141.8,converted,13.1,2026-06-28T04:25:16
ncg_364_2014_refundido.pdf,50.0,converted,16.3,2026-06-28T04:25:17
ncg_365_2014_refundido.pdf,262.6,converted,75.0,2026-06-28T04:25:18
ncg_376_2015_refundido.pdf,145.6,converted,16.6,2026-06-28T04:25:18
ncg_377_2015_refundido.pdf,42.6,converted,27.5,2026-06-28T04:25:19
ncg_385_2015_refundido.pdf,346.5,converted,28.6,2026-06-28T04:25:20
ncg_398_2015_refundido.pdf,781.1,converted,101.0,2026-06-28T04:25:23
ncg_402_2015_refundido.pdf,115.5,converted,6.0,2026-06-28T04:25:23
ncg_411_2016_refundido.pdf,140.4,converted,11.0,2026-06-28T04:25:23
ncg_412_2016_refundido.pdf,172.8,converted,21.7,2026-06-28T04:25:24
ncg_417_2017_refundido.pdf,467.2,converted,15.8,2026-06-28T04:25:24
ncg_423_2018_refundido.pdf,12.2,converted,3.1,2026-06-28T04:25:24
ncg_424_2018_refundido.pdf,110.8,converted,4.6,2026-06-28T04:25:24
ncg_426_2018_refundido.pdf,171.6,converted,29.3,2026-06-28T04:25:25
ncg_431_2019_refundido.pdf,180.4,converted,4.9,2026-06-28T04:25:25
ncg_451_2021_refundido.pdf,116.2,converted,7.2,2026-06-28T04:25:25
ncg_454_2021_refundido.pdf,769.9,converted,132.5,2026-06-28T04:25:29
ncg_457_2021_refundido.pdf,133.2,converted,22.8,2026-06-28T04:25:29
ncg_460_2021_refundido.pdf,599.1,converted,12.5,2026-06-28T04:25:30
ncg_461_2021_refundido.pdf,338.7,converted,73.9,2026-06-28T04:25:31
ncg_462_2021_refundido.pdf,133.6,converted,9.6,2026-06-28T04:25:31
ncg_467_2022_refundido.pdf,128.4,converted,8.2,2026-06-28T04:25:32
ncg_468_2022_refundido.pdf,114.7,converted,4.3,2026-06-28T04:25:32
ncg_469_2022_refundido.pdf,1077.6,converted,118.8,2026-06-28T04:25:35
ncg_470_2022_refundido.pdf,212.7,converted,24.6,2026-06-28T04:25:35
ncg_471_2022_refundido.pdf,159.9,converted,14.9,2026-06-28T04:25:36
ncg_472_2022_refundido.pdf,286.3,converted,16.0,2026-06-28T04:25:36
ncg_473_2022_refundido.pdf,127.8,converted,7.3,2026-06-28T04:25:36
ncg_474_2022_refundido.pdf,105.4,converted,7.7,2026-06-28T04:25:36
ncg_475_2022_refundido.pdf,97.5,converted,8.9,2026-06-28T04:25:37
ncg_477_2022_refundido.pdf,120.6,converted,6.0,2026-06-28T04:25:37
ncg_480_2022_refundido.pdf,129.7,converted,9.6,2026-06-28T04:25:37
ncg_484_2022_refundido.pdf,222.4,converted,8.1,2026-06-28T04:25:37
ncg_485_2022_refundido.pdf,7452.4,converted,285.6,2026-06-28T04:25:54
ncg_487_2022_refundido.pdf,401.5,converted,45.8,2026-06-28T04:25:55
ncg_488_2022_refundido.pdf,112.9,converted,7.1,2026-06-28T04:25:55
ncg_49_1994_refundido.pdf,24.5,converted,7.3,2026-06-28T04:25:55
ncg_501_2024_refundido.pdf,254.7,converted,14.6,2026-06-28T04:25:55
ncg_502_2024_refundido.pdf,1524.8,converted,399.8,2026-06-28T04:26:05
ncg_503_2024_refundido.pdf,96.2,converted,12.1,2026-06-28T04:26:05
ncg_507_2024_refundido.pdf,316.3,converted,70.6,2026-06-28T04:26:07
ncg_508_2024_refundido.pdf,206.2,converted,41.6,2026-06-28T04:26:08
ncg_50_1994_refundido.pdf,39.2,converted,9.0,2026-06-28T04:26:08
ncg_510_2024_refundido.pdf,328.8,converted,94.0,2026-06-28T04:26:10
ncg_526_2024_refundido.pdf,253.5,converted,18.8,2026-06-28T04:26:11
ncg_529_2024_refundido.pdf,324.5,converted,16.0,2026-06-28T04:26:11
ncg_530_2025_refundido.pdf,1056.9,converted,227.3,2026-06-28T04:26:18
ncg_538_2025_refundido.pdf,128.3,converted,7.7,2026-06-28T04:26:19
ncg_53_1995_refundido.pdf,166.9,converted,54.2,2026-06-28T04:26:20
ncg_57_1995_refundido.pdf,18.6,converted,4.1,2026-06-28T04:26:20
ncg_62_1995_refundido.pdf,91.0,converted,41.9,2026-06-28T04:26:21
ncg_72_1996_refundido.pdf,13.8,converted,4.6,2026-06-28T04:26:21
ncg_74_1997_refundido.pdf,19.4,converted,5.5,2026-06-28T04:26:21
ncg_77_1998_refundido.pdf,22.4,converted,5.8,2026-06-28T04:26:22
ncg_80_1998_refundido.pdf,20.3,converted,4.7,2026-06-28T04:26:22
ncg_88_1999_refundido.pdf,239.2,converted,115.6,2026-06-28T04:26:23
ncg_91_2000_refundido.pdf,41.9,converted,19.7,2026-06-28T04:26:24
